cmor_var;input_vars;calculation;units;dimensions;frequency;realm;cell_methods;positive;cmor_table;version;vtype;size;nsteps;filename;long_name;standard_name
treeFrac;fld_s03i317;extract_tilefrac(var[0],[1,2,3,4],landfrac=var[1],lev='typetree');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;ESM;float32;1880064;12;cw323a.pm;Tree Cover Percentage;area_fraction
baresoilFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],14,landfrac=var[1],lev='typebare');1;time lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;CM2;float32;110592;12;cw323a.pm;Bare Soil Percentage Area Coverage;area_fraction
baresoilFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],14,landfrac=var[1],lev='typebare');1;time lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;ESM;float32;110592;12;cw323a.pm;Bare Soil Percentage Area Coverage;area_fraction
grassFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],[6,7],landfrac=var[1],lev='typenatgr');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;CM2;float32;1880064;12;cw323a.pm;Natural Grass Area Percentage;area_fraction
grassFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],[6,7],landfrac=var[1],lev='typenatgr');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;ESM;float32;1880064;12;cw323a.pm;Natural Grass Area Percentage;area_fraction
c3PftFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],[1,2,3,4,5,6,8,9,11],landfrac=var[1],lev='typec3pft');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;CM2;float32;1880064;12;cw323a.pm;Percentage Cover by C3 Plant Functional Type;area_fraction
c3PftFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],[1,2,3,4,5,6,8,9,11],landfrac=var[1],lev='typec3pft');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;ESM;float32;1880064;12;cw323a.pm;Percentage Cover by C3 Plant Functional Type;area_fraction
c4PftFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],7,landfrac=var[1],lev='typec4pft');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;CM2;float32;1880064;12;cw323a.pm;Percentage Cover by C4 Plant Functional Type;area_fraction
c4PftFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],7,landfrac=var[1],lev='typec4pft');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;ESM;float32;1880064;12;cw323a.pm;Percentage Cover by C4 Plant Functional Type;area_fraction
treeFracNdlDcd;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],3,landfrac=var[1],lev='typetreend');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;CM2;float32;1880064;12;cw323a.pm;Needleleaf Deciduous Tree Area Percentage;area_fraction
treeFracNdlDcd;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],3,landfrac=var[1],lev='typetreend');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;ESM;float32;1880064;12;cw323a.pm;Needleleaf Deciduous Tree Area Percentage;area_fraction
treeFracNdlEvg;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],1,landfrac=var[1],lev='typetreene');1;time lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;CM2;float32;110592;12;cw323a.pm;Needleleaf Evergreen Tree Area Percentage;area_fraction
treeFracNdlEvg;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],1,landfrac=var[1],lev='typetreene');1;time lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;ESM;float32;110592;12;cw323a.pm;Needleleaf Evergreen Tree Area Percentage;area_fraction
wetlandFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],11,landfrac=var[1],lev='typewetla');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;CM2;float32;1880064;12;cw323a.pm;Wetland Percentage Cover;area_fraction
wetlandFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],11,landfrac=var[1],lev='typewetla');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;ESM;float32;1880064;12;cw323a.pm;Wetland Percentage Cover;area_fraction
cropFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],9,landfrac=var[1],lev='typecrop');1;time lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;CM2;float32;110592;12;cw323a.pm;Percentage Crop Cover;area_fraction
cropFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],9,landfrac=var[1],lev='typecrop');1;time lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;ESM;float32;110592;12;cw323a.pm;Percentage Crop Cover;area_fraction
treeFracBdlEvg;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],2,landfrac=var[1],lev='typetreebe');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;CM2;float32;1880064;12;cw323a.pm;Broadleaf Evergreen Tree Area Percentage;area_fraction
treeFracBdlEvg;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],2,landfrac=var[1],lev='typetreebe');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;ESM;float32;1880064;12;cw323a.pm;Broadleaf Evergreen Tree Area Percentage;area_fraction
treeFracBdlDcd;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],4,landfrac=var[1],lev='typetreebd');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;CM2;float32;1880064;12;cw323a.pm;Broadleaf Deciduous Tree Area Percentage;area_fraction
treeFracBdlDcd;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],4,landfrac=var[1],lev='typetreebd');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;ESM;float32;1880064;12;cw323a.pm;Broadleaf Deciduous Tree Area Percentage;area_fraction
# anything but bare soil, and residual 12 and 13 not used?
vegFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],[1,2,3,4,5,6,7,8,9,10,11,12,13],landfrac=var[1],lev='typeveg');1;time lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;CM2;float32;110592;12;cw323a.pm;Total Vegetated Percentage Cover;area_fraction
vegFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],[1,2,3,4,5,6,7,8,9,10,11,12,13],landfrac=var[1],lev='typeveg');1;time lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;ESM;float32;110592;12;cw323a.pm;Total Vegetated Percentage Cover;area_fraction
grassFracC3;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],6,landfrac=var[1],lev='typec3natg');1;time lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;CM2;float32;110592;12;cw323a.pm;C3 Natural Grass Area Percentage;area_fraction
grassFracC3;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],6,landfrac=var[1],lev='typec3natg');1;time lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;ESM;float32;110592;12;cw323a.pm;C3 Natural Grass Area Percentage;area_fraction
# 15 not used (urban) 16 lakes, 17 ice
residualFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],[15,16,17],landfrac=var[1],lev='typeresidual');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;CM2;float32;1880064;12;cw323a.pm;Percentage of Grid Cell That Is Land but neither Vegetation Covered nor Bare Soil;area_fraction
residualFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],[15,16,17],landfrac=var[1],lev='typeresidual');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Lmon;ESM;float32;1880064;12;cw323a.pm;Percentage of Grid Cell That Is Land but neither Vegetation Covered nor Bare Soil;area_fraction
# 8 is tundra
shrubFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],[5,8],landfrac=var[1],lev='typeshrub');1;time lat lon;mon;land;;;CMIP6_Lmon;CM2;float32;110592;12;cw323a.pm;Percentage Cover by Shrub;area_fraction
shrubFrac;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],[5,8],landfrac=var[1],lev='typeshrub');1;time lat lon;mon;land;;;CMIP6_Lmon;ESM;float32;110592;12;cw323a.pm;Percentage Cover by Shrub;area_fraction
grassFracC4;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],7,landfrac=var[1]i,lev='typec4natg');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;CM2;float32;1880064;12;cw323a.pm;C4 Natural Grass Area Percentage;area_fraction
grassFracC4;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],7,landfrac=var[1]i,lev='typec4natg');1;time pseudo_level_1 lat lon;mon;land;area: mean where land over all_area_types time: mean;;CMIP6_Emon;ESM;float32;1880064;12;cw323a.pm;C4 Natural Grass Area Percentage;area_fraction
mmroa;fld_s34i106 fld_s34i110 fld_s34i116 fld_s34i121 fld_s34i126;var[0]+var[1]+var[2]+var[3]+var[4];kg kg-1;time model_theta_level_number lat lon;mon;aerosol;;;CMIP6_AERmon;CM2;float32;9400320;12;cw323a.pm;Total Organic Aerosol Mass Mixing Ratio;mass_fraction_of_particulate_organic_matter_dry_aerosol_particles_in_air
amdry;fld_s30i403;;kg m-2;time lat lon;mon;atmos;area: time: mean;;CM2_mon;CM2;float32;110592;12;cw323a.pm;TOTAL COLUMN DRY MASS  RHO GRID;atmosphere_mass_per_unit_area
amwet;fld_s30i404;;kg m-2;time lat lon;mon;atmos;area: time: mean;;CM2_mon;CM2;float32;110592;12;cw323a.pm;TOTAL COLUMN WET MASS  RHO GRID;atmosphere_mass_per_unit_area
lwp;fld_s30i405;;kg m-2;time lat lon;mon;aerosol;area: time: mean;;CMIP6_AERmon;CM2;float32;110592;12;cw323a.pm;TOTAL COLUMN QCL  RHO GRID;atmosphere_cloud_liquid_water_content
mrsos;fld_s08i223;calc_topsoil(var[0]);kg m-2;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Lmon;CM2;float32;663552;12;cw323a.pm;Moisture in Upper Portion of Soil Column;mass_content_of_water_in_soil_layer
mrsos;fld_s08i223;calc_topsoil(var[0]);kg m-2;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Lmon;ESM;float32;663552;12;cw323a.pm;Moisture in Upper Portion of Soil Column;mass_content_of_water_in_soil_layer
tsl;fld_s08i225;;K;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Lmon;CM2;float32;663552;12;cw323a.pm;Temperature of Soil;soil_temperature
tsl;fld_s08i225;;K;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Lmon;ESM;float32;663552;12;cw323a.pm;Temperature of Soil;soil_temperature
mrlso;fld_s08i223 fld_s08i229;(var[0]*var[1]).sum(dim='depth');kg m-2;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Emon;CM2;float32;663552;12;cw323a.pm;Soil Liquid Water Content;liquid_water_content_of_soil_layer
mrlso;fld_s08i223 fld_s08i229;(var[0]*var[1]).sum(dim='depth');kg m-2;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Emon;ESM;float32;663552;12;cw323a.pm;Soil Liquid Water Content;liquid_water_content_of_soil_layer
mmrss;fld_s34i111 fld_s34i117;var[0]+var[1];kg kg-1;time model_theta_level_number lat lon;mon;aerosol;area: time: mean;;CMIP6_AERmon;CM2;float32;9400320;12;cw323a.pm;Sea-Salt Aerosol Mass Mixing Ratio;mass_fraction_of_sea_salt_dry_aerosol_particles_in_air
rsus;fld_s01i235 fld_s01i201;var[0]-var[1];W m-2;time lat lon;mon;atmos;;up;CMIP6_Amon;CM2;float32;110592;12;cw323a.pm;Surface Upwelling Shortwave Radiation;surface_upwelling_shortwave_flux_in_air
mrsll;fld_s08i223 fld_s08i229;var[0]*var[1];kg m-2;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Emon;CM2;float32;663552;12;cw323a.pm;Liquid Water Content of Soil Layer;liquid_water_content_of_soil_layer
mrsll;fld_s08i223 fld_s08i229;var[0]*var[1];kg m-2;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Emon;ESM;float32;663552;12;cw323a.pm;Liquid Water Content of Soil Layer;liquid_water_content_of_soil_layer
mmrso4;fld_s34i102 fld_s34i104 fld_s34i108 fld_s34i114;var[0]+var[1]+var[2]+var[3];kg kg-1;time model_theta_level_number lat lon;mon;aerosol;;;CMIP6_AERmon;CM2;float32;9400320;12;cw323a.pm;Aerosol Sulfate Mass Mixing Ratio;mass_fraction_of_sulfate_dry_aerosol_particles_in_air
orog;fld_s00i033;var[0].isel(time=0);m;time lat lon;mon;land;area: mean;;CMIP6_fx;CM2;float32;110592;12;cw323a.pm;Surface Altitude;surface_altitude
mrfso;fld_s08i223 fld_s08i230;(var[0]*var[1]).sum(dim='depth');kg m-2;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Lmon;CM2;float32;663552;12;cw323a.pm;Soil Frozen Water Content;soil_frozen_water_content
mrfso;fld_s08i223 fld_s08i230;(var[0]*var[1]).sum(dim='depth');kg m-2;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Lmon;ESM;float32;663552;12;cw323a.pm;Soil Frozen Water Content;soil_frozen_water_content
mmrdust;fld_s00i431 fld_s00i432 fld_s00i433 fld_s00i434 fld_s00i435 fld_s00i436;var[0]+var[1]+var[2]+var[3]+var[4]+var[5];kg kg-1;time model_theta_level_number lat lon;mon;aerosol;area: time: mean;;CMIP6_AERmon;CM2;float32;9400320;12;cw323a.pm;Dust Aerosol Mass Mixing Ratio;mass_fraction_of_dust_dry_aerosol_particles_in_air
mmrbc;fld_s34i105 fld_s34i109 fld_s34i115 fld_s34i120;var[0]+var[1]+var[2]+var[3];kg kg-1;time model_theta_level_number lat lon;mon;aerosol;area: time: mean;;CMIP6_AERmon;CM2;float32;9400320;12;cw323a.pm;Elemental Carbon Mass Mixing Ratio;mass_fraction_of_elemental_carbon_dry_aerosol_particles_in_air
mrsfl;fld_s08i223 fld_s08i230;var[0]*var[1];kg m-2;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Emon;CM2;float32;663552;12;cw323a.pm;Frozen Water Content of Soil Layer;frozen_water_content_of_soil_layer
mrsfl;fld_s08i223 fld_s08i230;var[0]*var[1];kg m-2;time depth lat lon;mon;land;area: mean where land time: mean;;CMIP6_Emon;ESM;float32;663552;12;cw323a.pm;Frozen Water Content of Soil Layer;frozen_water_content_of_soil_layer
mrro;fld_s08i234 fld_s08i235;var[0]+var[1];kg m-2 s-1;time lat lon;mon;land;area: mean where land time: mean;;CMIP6_Lmon;CM2;float32;110592;12;cw323a.pm;Total Runoff;runoff_flux
mrro;fld_s08i234 fld_s08i235;var[0]+var[1];kg m-2 s-1;time lat lon;mon;land;area: mean where land time: mean;;CMIP6_Lmon;ESM;float32;110592;12;cw323a.pm;Total Runoff;runoff_flux
rlus;fld_s02i207 fld_s02i201 fld_s03i332 fld_s02i205;var[0]-var[1]+var[2]-var[3];W m-2;time lat lon;mon;atmos;area: time: mean;up;CMIP6_Amon;CM2;float32;110592;12;cw323a.pm;Surface Upwelling Shortwave Radiation;surface_upwelling_shortwave_flux_in_air
rtmt;fld_s01i207 fld_s01i208 fld_s03i332;var[0]-var[1]-var[2];W m-2;time lat lon;mon;atmos;area: time:mean;;CMIP6_Amon;CM2;float32;110592;12;cw323a.pm;Net Downward Radiative Flux at Top of Model;net_downward_radiative_flux_at_top_of_atmosphere_model
sifllwdtop;fld_s02i501 fld_s00i031;var[0]/var[1];W m-2;time lat lon;mon;seaIce;;down;CMIP6_SImon;CM2;float32;110592;12;cw323a.pm;Downwelling Longwave Flux over Sea Ice;surface_downwelling_longwave_flux_in_air
siflswutop;fld_s01i503 fld_s00i031;var[0]/var[1];W m-2;time lat lon;mon;seaIce;area: time: mean where sea_ice;up;CMIP6_SImon;CM2;float32;110592;12;cw323a.pm;Upwelling Longwave Flux over Sea Ice;surface_upwelling_longwave_flux_in_air
siflsenstop;fld_s03i533 fld_s00i031;var[0]/var[1];W m-2;time lat lon;mon;seaIce;area: time: mean where sea_ice;up;CMIP6_SImon;CM2;float32;110592;12;cw323a.pm;Net Upward Sensible Heat Flux over Sea Ice;surface_upward_sensible_heat_flux
landCoverFrac;fld_s03i317 fld_s03i395;(var[0]*var[1]).filled(0);1;time pseudo_level_1 lat lon;mon;land;area: time: mean;;CMIP6_Lmon;CM2;float32;1880064;12;cw323a.pm;SURFACE TILE FRACTIONS;
landCoverFrac;fld_s03i317 fld_s03i395;(var[0]*var[1]).filled(0);1;time pseudo_level_1 lat lon;mon;land;area: time: mean;;CMIP6_Lmon;ESM;float32;1880064;12;cw323a.pm;SURFACE TILE FRACTIONS;
sftgif;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],17,landfrac=var[1]);1;time pseudo_level_1 lat lon;mon;land;area: mean;;CMIP6_LImon;CM2;float32;1880064;12;cw323a.pm;Land Ice Area Percentage;land_ice_area_fraction
sftgif;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],17,landfrac=var[1]);1;time pseudo_level_1 lat lon;mon;land;area: mean;;CMIP6_LImon;ESM;float32;1880064;12;cw323a.pm;Land Ice Area Percentage;land_ice_area_fraction
# for fx there's only lat/lon we should extract 1 timestep and squeeze 
sftgif;fld_s03i317 fld_s03i395;extract_tilefrac(var[0],17,landfrac=var[1]).isel(time=1);1;time pseudo_level_1 lat lon;fx;land;area: mean;;CMIP6_fx;CM2;float32;1880064;12;cw323a.pm;Land Ice Area Percentage;land_ice_area_fraction
# only ESM
nbp,yes,fld_s03i262 fld_s03i293 fld_s03i907 fld_s03i908 fld_s03i909,var[0]-var[1]-(sum_tile(var[2]+var[3]+var[4])/1000/60/60/24/365.25),kg m-2 s-1,,down,ESM,land,
cCwd,yes,fld_s03i857 fld_s03i317,average_tile(var[0],tilefrac=var[1]),g m-2,dropLev,,ESM,land,
fNleach,yes,fld_s03i918 fld_s03i317,average_tile(var[0],tilefrac=var[1]),kg m-2 yr-1,dropLev,,ESM,land,
cLand,yes,fld_s03i851 fld_s03i852 fld_s03i853 fld_s03i854 fld_s03i855 fld_s03i856 fld_s03i857 fld_s03i858 fld_s03i859 fld_s03i860 fld_s03i317,average_tile(var[0]+var[1]+var[2]+var[3]+var[4]+var[5]+var[6]+var[7]+var[8]+var[9],tilefrac=var[10]),g m-2,dropLev,,ESM,land,
cLeaf,yes,fld_s03i852 fld_s03i317,average_tile(var[0],tilefrac=var[1]),g m-2,dropLe,,ESM,land,
cLitter,yes,fld_s03i855 fld_s03i856 fld_s03i317,average_tile(var[0]+var[1],tilefrac=var[2]),g m-2,dropLev,,ESM,land,
cRoot,yes,fld_s03i854 fld_s03i317,average_tile(var[0],tilefrac=var[1]),g m-2,dropLev,,ESM,land,
cSoil,yes,fld_s03i858 fld_s03i859 fld_s03i860 fld_s03i317,average_tile(var[0]+var[1]+var[2],tilefrac=var[3]),g m-2,dropLev,,ESM,land,
cSoilFast,yes,fld_s03i858 fld_s03i317,average_tile(var[0],tilefrac=var[1]),g m-2,dropLev,,ESM,land,
cSoilMedium,yes,fld_s03i859 fld_s03i317,average_tile(var[0],tilefrac=var[1]),g m-2,dropLev,,ESM,land,
cSoilSlow,yes,fld_s03i860 fld_s03i317,average_tile(var[0],tilefrac=var[1]),g m-2,dropLev,,ESM,land,
cVeg,yes,fld_s03i852 fld_s03i853 fld_s03i854 fld_s03i317,average_tile(var[0]+var[1]+var[2],tilefrac=var[3]),g m-2,dropLev,,ESM,land,
cWood,yes,fld_s03i853 fld_s03i317,average_tile(var[0],tilefrac=var[1]),g m-2,dropLev,,ESM,land,
fNdep,yes,fld_s03i884 fld_s03i317,average_tile(var[0],tilefrac=var[1]),kg m-2 yr-1,dropLev,,ESM,land,
nLitter,yes,fld_s03i864 fld_s03i865 fld_s03i866 fld_s03i317,average_tile(var[0]+var[1]+var[2],tilefrac=var[3]),g m-2,dropLev,,ESM,land,
nMineral,yes,fld_s03i870 fld_s03i317,average_tile(var[0],tilefrac=var[1]),g m-2,dropLev,,ESM,land,
nSoil,yes,fld_s03i867 fld_s03i868 fld_s03i869 fld_s03i870 fld_s03i317,average_tile(var[0]+var[1]+var[2]+var[3],tilefrac=var[4]),g m-2,dropLev,,both,land,
nVeg,yes,fld_s03i861 fld_s03i862 fld_s03i863 fld_s03i317,average_tile(var[0]+var[1]+var[2],tilefrac=var[3]),g m-2,dropLev,,both,land,
nLand,yes,fld_s03i861 fld_s03i862 fld_s03i863 fld_s03i864 fld_s03i865 fld_s03i866 fld_s03i867 fld_s03i868 fld_s03i869 fld_s03i870 fld_s03i317,average_tile(var[0]+var[1]+var[2]+var[3]+var[4]+var[5]+var[6]+var[7]+var[8]+var[9],tilefrac=var[10]),g m-2,dropLev,,ESM,land,
vegHeight,yes,fld_s03i319 fld_s03i317,average_tile(var[0],tilefrac=var[1]),m,dropLev,,ESM,land,
fNloss,yes,fld_s03i918 fld_s03i920 fld_s03i317,average_tile(var[0]+var[1],tilefrac=var[2]),kg m-2 yr-1,dropLev,,ESM,land,
fNgas,yes,fld_s03i920 fld_s03i317,average_tile(var[0],tilefrac=var[1]),kg m-2 yr-1,dropLev,,ESM,land,	
fNnetmin,yes,fld_s03i917 fld_s03i317,average_tile(var[0],tilefrac=var[1]),kg m-2 yr-1,dropLev,,ESM,land,
fNup,yes,fld_s03i919 fld_s03i317,verage_tile(var[0],tilefrac=var[1]),kg m-2 yr-1,dropLev,,ESM,land,
fDeforestToProduct,yes,fld_s03i895,sum_tile(var[0]),g m-2 yr-1,dropLev,,ESM,land,
nProduct,yes,fld_s03i901 fld_s03i902 fld_s03i903 fld_s03i317,average_tile(var[0]+var[1]+var[2],tilefrac=var[3]),g m-2,dropLev,,ESM,land,foresty only no agriculture
cProduct,yes,fld_s03i898 fld_s03i899 fld_s03i900,sum_tile(var[0]+var[1]+var[2]),g m-2,dropLev,,ESM,land,foresty only no agriculture
fBNF,yes,fld_s03i885 fld_s03i317,average_tile(var[0],tilefrac=var[1]),g m-2 day-1,dropLev,,ESM,land,
fProductDecomp,yes,fld_s03i907 fld_s03i908 fld_s03i909,sum_tile(var[0]+var[1]+var[2]),g m-2 yr-1,dropLev,,ESM,land,
lai,yes,fld_s03i893 fld_s03i317,average_tile(var[0],tilefrac=var[1]),1,dropLev,,ESM,land,
# this really doesn't correspond to what we have on file
evspsblsoi,yes,fld_s03i296 fld_s03i331 fld_s03i317,"var[0]+average_tile(var[1],tilefrac=var[2],lfrac=0),kg m-2 s-1,,up,CM2,land,
evspsblsoi,yes,fld_s03i296,,kg m-2 s-1,,up,ESM,land,
